architecture,student,inputs,d,p,rounds,seed,n_train,n_test,alpha,temperature,lr,weight_bits,act_bits,hidden,units,n_params,epochs,epochs_ran,batch_size,p_L,mwpm_p_L,ratio_vs_mwpm,base_rate,beats_base_rate,teacher_tail_p_L,agree_all,agree_ambiguous,agree_confident,n_ambiguous,frac_ambiguous,student_p_L_ambiguous,teacher_p_L_ambiguous,ambiguous_band,best_val_loss,train_time_s,run_utc,train_pool,train_pool_dir,test_pool,teacher_cache,teacher_weights_sha,train_pool_flips_sha,code_sha
mlp_student,mlp,evts,9,0.01,9,2,10000000,200000,1.0,1.0,0.003,,,209-209,,194789,50,50,10000,0.494935,,,0.49069,0,,,,,,,,,0.05-0.95,0.69139,330.4,2026-08-10T17:56:59Z,data_d9_p0.010_r9_FORMAL.npz,pools_d9,same-pool-tail,,,,24ea84cb93d50d76
