architecture,d,p,rounds,kernel,seed,n_train,n_test,epochs,epochs_ran,batch_size,n_params,p_L,mwpm_p_L,base_rate,beats_base_rate,best_val_loss,train_time_s,eval_start,eval_stop,eval_partition,mwpm_source
FullRCNNModel,5,0.01,5,3,0,20000000,200000,50,43,10000,69485,0.081585,,0.35539,1,0.19511,30415.2,20000000,20200000,validation,suppressed_different_shots
