architecture,student,inputs,d,p,rounds,seed,n_train,n_test,alpha,temperature,lr,weight_bits,act_bits,hidden,units,n_params,epochs,epochs_ran,batch_size,p_L,mwpm_p_L,ratio_vs_mwpm,base_rate,beats_base_rate,teacher_tail_p_L,agree_all,agree_ambiguous,agree_confident,n_ambiguous,frac_ambiguous,student_p_L_ambiguous,teacher_p_L_ambiguous,ambiguous_band,best_val_loss,train_time_s,run_utc,train_pool,train_pool_dir,test_pool,teacher_cache,teacher_weights_sha,train_pool_flips_sha,code_sha
mlp_student,mlp,evts,5,0.01,3,2,2000000,200000,0.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.05935,,,0.28042,1,0.046265,0.96142,0.81718,0.99674,39345,0.19673,0.26255,0.20793,0.05-0.95,0.15005,27.2,2026-08-04T02:22:27Z,data_d5_p0.010_r3.npz,pools_t200k,data_d5_p0.010_r3.npz,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,0,300000,200000,0.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.09656,,,0.28042,1,0.046265,0.91699,0.70281,0.96944,39345,0.19673,0.34505,0.20793,0.05-0.95,0.22464,6.7,2026-08-04T02:19:05Z,data_d5_p0.010_r3.npz,pools_t200k,data_d5_p0.010_r3.npz,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,1,300000,200000,0.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.09954,,,0.28042,1,0.046265,0.91341,0.69704,0.96639,39345,0.19673,0.34797,0.20793,0.05-0.95,0.22361,6.7,2026-08-04T02:19:22Z,data_d5_p0.010_r3.npz,pools_t200k,data_d5_p0.010_r3.npz,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,2,300000,200000,0.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.100565,,,0.28042,1,0.046265,0.913,0.69806,0.96564,39345,0.19673,0.35016,0.20793,0.05-0.95,0.23361,6.6,2026-08-04T02:19:38Z,data_d5_p0.010_r3.npz,pools_t200k,data_d5_p0.010_r3.npz,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,0,5000000,200000,0.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.051185,,,0.28042,1,0.046265,0.97261,0.86354,0.99932,39345,0.19673,0.23042,0.20793,0.05-0.95,0.13393,61.5,2026-08-04T02:23:06Z,data_d5_p0.010_r3.npz,pools_t200k,data_d5_p0.010_r3.npz,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,1,5000000,200000,0.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.05063,,,0.28042,1,0.046265,0.97284,0.86425,0.99944,39345,0.19673,0.22808,0.20793,0.05-0.95,0.13397,62.6,2026-08-04T02:24:20Z,data_d5_p0.010_r3.npz,pools_t200k,data_d5_p0.010_r3.npz,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,2,5000000,200000,0.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.051575,,,0.28042,1,0.046265,0.97162,0.85904,0.99919,39345,0.19673,0.23228,0.20793,0.05-0.95,0.13532,60.7,2026-08-04T02:25:34Z,data_d5_p0.010_r3.npz,pools_t200k,data_d5_p0.010_r3.npz,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,0,800000,200000,0.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.069085,,,0.28042,1,0.046265,0.94901,0.77893,0.99066,39345,0.19673,0.2886,0.20793,0.05-0.95,0.16981,21.3,2026-08-04T02:19:54Z,data_d5_p0.010_r3.npz,pools_t200k,data_d5_p0.010_r3.npz,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,1,800000,200000,0.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.06965,,,0.28042,1,0.046265,0.94856,0.77408,0.99129,39345,0.19673,0.29407,0.20793,0.05-0.95,0.16905,12.7,2026-08-04T02:20:25Z,data_d5_p0.010_r3.npz,pools_t200k,data_d5_p0.010_r3.npz,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,2,800000,200000,0.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.070455,,,0.28042,1,0.046265,0.94815,0.77484,0.99059,39345,0.19673,0.29457,0.20793,0.05-0.95,0.1709,13.1,2026-08-04T02:20:47Z,data_d5_p0.010_r3.npz,pools_t200k,data_d5_p0.010_r3.npz,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,0,10000000,200000,1.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.05066,,,0.28042,1,0.046265,0.96866,0.84572,0.99877,39345,0.19673,0.22603,0.20793,0.05-0.95,0.1286,125.1,2026-08-03T18:47:18Z,data_d5_p0.010_r3.npz,pools_t200k,data_d5_p0.010_r3.npz,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,1,10000000,200000,1.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.05105,,,0.28042,1,0.046265,0.9685,0.84483,0.99879,39345,0.19673,0.22829,0.20793,0.05-0.95,0.1278,127.1,2026-08-03T18:49:37Z,data_d5_p0.010_r3.npz,pools_t200k,data_d5_p0.010_r3.npz,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,2,10000000,200000,1.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.05107,,,0.28042,1,0.046265,0.96937,0.8489,0.99888,39345,0.19673,0.22854,0.20793,0.05-0.95,0.12881,128.9,2026-08-03T18:51:57Z,data_d5_p0.010_r3.npz,pools_t200k,data_d5_p0.010_r3.npz,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,0,100000,200000,1.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.169585,,,0.28042,1,0.046265,0.83902,0.61817,0.89311,39345,0.19673,0.41169,0.20793,0.05-0.95,0.37317,4.5,2026-08-04T01:53:38Z,data_d5_p0.010_r3.npz,pools_t200k,data_d5_p0.010_r3.npz,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,1,100000,200000,1.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.170605,,,0.28042,1,0.046265,0.83749,0.61853,0.89111,39345,0.19673,0.40961,0.20793,0.05-0.95,0.37734,4.2,2026-08-04T01:53:52Z,data_d5_p0.010_r3.npz,pools_t200k,data_d5_p0.010_r3.npz,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,2,100000,200000,1.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.166435,,,0.28042,1,0.046265,0.84215,0.62059,0.89641,39345,0.19673,0.40912,0.20793,0.05-0.95,0.3685,4.3,2026-08-04T01:54:05Z,data_d5_p0.010_r3.npz,pools_t200k,data_d5_p0.010_r3.npz,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,0,20000000,200000,1.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.04889,,,0.28042,1,0.046265,0.97145,0.85833,0.99915,39345,0.19673,0.2181,0.20793,0.05-0.95,0.12231,241.4,2026-08-03T18:54:31Z,data_d5_p0.010_r3.npz,pools_20M,data_d5_p0.010_r3.npz,teacher_seed1_prefix20000000_pools_20M.npz,59c332f6124da5c8,90f0a00cfbf9e356,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,1,20000000,200000,1.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.0485,,,0.28042,1,0.046265,0.97218,0.86102,0.9994,39345,0.19673,0.21718,0.20793,0.05-0.95,0.12198,239.0,2026-08-03T18:58:53Z,data_d5_p0.010_r3.npz,pools_20M,data_d5_p0.010_r3.npz,teacher_seed1_prefix20000000_pools_20M.npz,59c332f6124da5c8,90f0a00cfbf9e356,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,2,20000000,200000,1.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.04835,,,0.28042,1,0.046265,0.97198,0.86008,0.99938,39345,0.19673,0.2165,0.20793,0.05-0.95,0.12277,239.6,2026-08-03T19:03:11Z,data_d5_p0.010_r3.npz,pools_20M,data_d5_p0.010_r3.npz,teacher_seed1_prefix20000000_pools_20M.npz,59c332f6124da5c8,90f0a00cfbf9e356,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,0,2000000,200000,1.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.06398,,,0.28042,1,0.046265,0.95364,0.79037,0.99362,39345,0.19673,0.27401,0.20793,0.05-0.95,0.15731,29.2,2026-08-04T01:56:18Z,data_d5_p0.010_r3.npz,pools_t200k,data_d5_p0.010_r3.npz,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,1,2000000,200000,1.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.067235,,,0.28042,1,0.046265,0.95046,0.78043,0.9921,39345,0.19673,0.28486,0.20793,0.05-0.95,0.16145,28.3,2026-08-04T01:56:57Z,data_d5_p0.010_r3.npz,pools_t200k,data_d5_p0.010_r3.npz,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,2,2000000,200000,1.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.06643,,,0.28042,1,0.046265,0.95117,0.78201,0.99259,39345,0.19673,0.28253,0.20793,0.05-0.95,0.15998,29.0,2026-08-04T01:57:35Z,data_d5_p0.010_r3.npz,pools_t200k,data_d5_p0.010_r3.npz,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,0,300000,200000,1.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.118505,,,0.28042,1,0.046265,0.89288,0.66735,0.94811,39345,0.19673,0.37171,0.20793,0.05-0.95,0.27202,6.5,2026-08-04T01:54:19Z,data_d5_p0.010_r3.npz,pools_t200k,data_d5_p0.010_r3.npz,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,1,300000,200000,1.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.11623,,,0.28042,1,0.046265,0.89497,0.66738,0.9507,39345,0.19673,0.37047,0.20793,0.05-0.95,0.27124,6.9,2026-08-04T01:54:35Z,data_d5_p0.010_r3.npz,pools_t200k,data_d5_p0.010_r3.npz,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,2,300000,200000,1.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.11593,,,0.28042,1,0.046265,0.89482,0.67078,0.94969,39345,0.19673,0.36559,0.20793,0.05-0.95,0.27333,6.9,2026-08-04T01:54:52Z,data_d5_p0.010_r3.npz,pools_t200k,data_d5_p0.010_r3.npz,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,0,5000000,200000,1.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.05522,,,0.28042,1,0.046265,0.96417,0.82666,0.99784,39345,0.19673,0.24605,0.20793,0.05-0.95,0.1373,63.0,2026-08-04T01:58:15Z,data_d5_p0.010_r3.npz,pools_t200k,data_d5_p0.010_r3.npz,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,1,5000000,200000,1.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.05548,,,0.28042,1,0.046265,0.96342,0.82442,0.99747,39345,0.19673,0.2456,0.20793,0.05-0.95,0.13949,63.1,2026-08-04T01:59:30Z,data_d5_p0.010_r3.npz,pools_t200k,data_d5_p0.010_r3.npz,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,2,5000000,200000,1.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.056255,,,0.28042,1,0.046265,0.96309,0.823,0.9974,39345,0.19673,0.24961,0.20793,0.05-0.95,0.13806,63.2,2026-08-04T02:00:44Z,data_d5_p0.010_r3.npz,pools_t200k,data_d5_p0.010_r3.npz,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,0,800000,200000,1.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.0823,,,0.28042,1,0.046265,0.93224,0.73509,0.98052,39345,0.19673,0.31587,0.20793,0.05-0.95,0.19616,13.4,2026-08-04T01:55:08Z,data_d5_p0.010_r3.npz,pools_t200k,data_d5_p0.010_r3.npz,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,1,800000,200000,1.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.0807,,,0.28042,1,0.046265,0.93409,0.73676,0.98241,39345,0.19673,0.31562,0.20793,0.05-0.95,0.19234,12.9,2026-08-04T01:55:32Z,data_d5_p0.010_r3.npz,pools_t200k,data_d5_p0.010_r3.npz,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,56fe6df78b7c94e6
mlp_student,mlp,evts,5,0.01,3,2,800000,200000,1.0,1.0,0.003,,,192-192,,51265,50,50,10000,0.08575,,,0.28042,1,0.046265,0.92912,0.72901,0.97812,39345,0.19673,0.32429,0.20793,0.05-0.95,0.19981,13.0,2026-08-04T01:55:55Z,data_d5_p0.010_r3.npz,pools_t200k,data_d5_p0.010_r3.npz,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,56fe6df78b7c94e6
