architecture,student,inputs,d,p,rounds,seed,n_train,n_test,alpha,temperature,lr,weight_bits,act_bits,n_params,epochs,epochs_ran,batch_size,p_L,mwpm_p_L,ratio_vs_mwpm,base_rate,beats_base_rate,teacher_tail_p_L,agree_all,agree_ambiguous,agree_confident,n_ambiguous,frac_ambiguous,student_p_L_ambiguous,teacher_p_L_ambiguous,ambiguous_band,best_val_loss,train_time_s,run_utc,train_pool,train_pool_dir,test_pool,teacher_cache,teacher_weights_sha,train_pool_flips_sha,code_sha
mlp_student,mlp,evts,5,0.01,3,0,800000,200000,0.0,1.0,0.003,,,25985,50,50,10000,0.0697,0.04875,1.4297,0.28042,1,0.046265,0.94818,0.77463,0.99069,39345,0.19673,0.29188,0.20793,0.05-0.95,0.17033,12.6,2026-08-02T04:43:29Z,data_d5_p0.010_r3.npz,pools_t200k,same-pool-tail,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,21143ecb76758106
mlp_student,mlp,evts,5,0.01,3,1,800000,200000,0.0,1.0,0.003,,,25985,50,50,10000,0.080655,0.04875,1.6545,0.28042,1,0.046265,0.9354,0.7436,0.98237,39345,0.19673,0.31473,0.20793,0.05-0.95,0.18719,12.6,2026-08-02T04:43:51Z,data_d5_p0.010_r3.npz,pools_t200k,same-pool-tail,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,21143ecb76758106
mlp_student,mlp,evts,5,0.01,3,2,800000,200000,0.0,1.0,0.003,,,25985,50,50,10000,0.068895,0.04875,1.4132,0.28042,1,0.046265,0.94986,0.78417,0.99044,39345,0.19673,0.28642,0.20793,0.05-0.95,0.16747,12.4,2026-08-02T04:44:14Z,data_d5_p0.010_r3.npz,pools_t200k,same-pool-tail,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,21143ecb76758106
mlp_student,mlp,evts,5,0.01,3,0,10000000,200000,1.0,1.0,0.003,,,25985,50,50,10000,0.054255,0.04875,1.1129,0.28042,1,0.046265,0.96553,0.83312,0.99796,39345,0.19673,0.24138,0.20793,0.05-0.95,0.13505,121.1,2026-08-02T04:12:45Z,data_d5_p0.010_r3.npz,pools_t200k,same-pool-tail,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,21143ecb76758106
mlp_student,mlp,evts,5,0.01,3,1,10000000,200000,1.0,1.0,0.003,,,25985,50,50,10000,0.055015,0.04875,1.1285,0.28042,1,0.046265,0.96538,0.83195,0.99806,39345,0.19673,0.2456,0.20793,0.05-0.95,0.13594,123.5,2026-08-02T04:14:59Z,data_d5_p0.010_r3.npz,pools_t200k,same-pool-tail,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,21143ecb76758106
mlp_student,mlp,evts,5,0.01,3,2,10000000,200000,1.0,1.0,0.003,,,25985,50,50,10000,0.053665,0.04875,1.1008,0.28042,1,0.046265,0.96661,0.83967,0.9977,39345,0.19673,0.23721,0.20793,0.05-0.95,0.13314,120.8,2026-08-02T04:17:17Z,data_d5_p0.010_r3.npz,pools_t200k,same-pool-tail,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,21143ecb76758106
mlp_student,mlp,evts,5,0.01,3,0,100000,200000,1.0,1.0,0.003,,,25985,50,50,10000,0.169915,0.04875,3.4854,0.28042,1,0.046265,0.83865,0.62224,0.89165,39345,0.19673,0.40757,0.20793,0.05-0.95,0.36903,4.1,2026-08-02T04:04:32Z,data_d5_p0.010_r3.npz,pools_t200k,same-pool-tail,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,21143ecb76758106
mlp_student,mlp,evts,5,0.01,3,0,100000,200000,1.0,1.0,0.003,,,25985,50,50,10000,0.169915,0.04875,3.4854,0.28042,1,0.046265,0.83865,0.62224,0.89165,39345,0.19673,0.40757,0.20793,0.05-0.95,0.36903,4.3,2026-08-02T03:58:34Z,data_d5_p0.010_r3.npz,pools_t200k,same-pool-tail,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,21143ecb76758106
mlp_student,mlp,evts,5,0.01,3,1,100000,200000,1.0,1.0,0.003,,,25985,50,50,10000,0.17363,0.04875,3.5616,0.28042,1,0.046265,0.83449,0.61322,0.88869,39345,0.19673,0.41482,0.20793,0.05-0.95,0.36812,4.1,2026-08-02T04:04:46Z,data_d5_p0.010_r3.npz,pools_t200k,same-pool-tail,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,21143ecb76758106
mlp_student,mlp,evts,5,0.01,3,2,100000,200000,1.0,1.0,0.003,,,25985,50,50,10000,0.170085,0.04875,3.4889,0.28042,1,0.046265,0.83811,0.62127,0.89121,39345,0.19673,0.4062,0.20793,0.05-0.95,0.37002,4.0,2026-08-02T04:04:59Z,data_d5_p0.010_r3.npz,pools_t200k,same-pool-tail,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,21143ecb76758106
mlp_student,mlp,evts,5,0.01,3,0,2000000,200000,1.0,1.0,0.003,,,25985,50,50,10000,0.066,0.04875,1.3538,0.28042,1,0.046265,0.95185,0.78267,0.99328,39345,0.19673,0.28314,0.20793,0.05-0.95,0.15818,27.4,2026-08-02T04:07:08Z,data_d5_p0.010_r3.npz,pools_t200k,same-pool-tail,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,21143ecb76758106
mlp_student,mlp,evts,5,0.01,3,1,2000000,200000,1.0,1.0,0.003,,,25985,50,50,10000,0.071095,0.04875,1.4584,0.28042,1,0.046265,0.94561,0.76566,0.98968,39345,0.19673,0.2949,0.20793,0.05-0.95,0.1651,27.0,2026-08-02T04:07:45Z,data_d5_p0.010_r3.npz,pools_t200k,same-pool-tail,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,21143ecb76758106
mlp_student,mlp,evts,5,0.01,3,2,2000000,200000,1.0,1.0,0.003,,,25985,50,50,10000,0.06496,0.04875,1.3325,0.28042,1,0.046265,0.95283,0.78831,0.99312,39345,0.19673,0.27714,0.20793,0.05-0.95,0.15602,27.7,2026-08-02T04:08:22Z,data_d5_p0.010_r3.npz,pools_t200k,same-pool-tail,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,21143ecb76758106
mlp_student,mlp,evts,5,0.01,3,0,300000,200000,1.0,1.0,0.003,,,25985,50,50,10000,0.11104,0.04875,2.2777,0.28042,1,0.046265,0.90077,0.67437,0.95622,39345,0.19673,0.36617,0.20793,0.05-0.95,0.25076,6.6,2026-08-02T04:05:12Z,data_d5_p0.010_r3.npz,pools_t200k,same-pool-tail,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,21143ecb76758106
mlp_student,mlp,evts,5,0.01,3,0,300000,200000,1.0,1.0,0.003,,,25985,50,50,10000,0.11104,0.04875,2.2777,0.28042,1,0.046265,0.90077,0.67437,0.95622,39345,0.19673,0.36617,0.20793,0.05-0.95,0.25076,6.4,2026-08-02T03:58:48Z,data_d5_p0.010_r3.npz,pools_t200k,same-pool-tail,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,21143ecb76758106
mlp_student,mlp,evts,5,0.01,3,1,300000,200000,1.0,1.0,0.003,,,25985,50,50,10000,0.11627,0.04875,2.385,0.28042,1,0.046265,0.89455,0.66451,0.95089,39345,0.19673,0.37212,0.20793,0.05-0.95,0.25675,6.5,2026-08-02T04:05:28Z,data_d5_p0.010_r3.npz,pools_t200k,same-pool-tail,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,21143ecb76758106
mlp_student,mlp,evts,5,0.01,3,2,300000,200000,1.0,1.0,0.003,,,25985,50,50,10000,0.118785,0.04875,2.4366,0.28042,1,0.046265,0.89213,0.67086,0.94632,39345,0.19673,0.36587,0.20793,0.05-0.95,0.26935,6.6,2026-08-02T04:05:44Z,data_d5_p0.010_r3.npz,pools_t200k,same-pool-tail,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,21143ecb76758106
mlp_student,mlp,evts,5,0.01,3,0,5000000,200000,1.0,1.0,0.003,,,25985,50,50,10000,0.057445,0.04875,1.1784,0.28042,1,0.046265,0.96199,0.81784,0.99729,39345,0.19673,0.25492,0.20793,0.05-0.95,0.14132,61.9,2026-08-02T04:09:01Z,data_d5_p0.010_r3.npz,pools_t200k,same-pool-tail,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,21143ecb76758106
mlp_student,mlp,evts,5,0.01,3,1,5000000,200000,1.0,1.0,0.003,,,25985,50,50,10000,0.06062,0.04875,1.2435,0.28042,1,0.046265,0.95752,0.80353,0.99523,39345,0.19673,0.26334,0.20793,0.05-0.95,0.14836,61.9,2026-08-02T04:10:15Z,data_d5_p0.010_r3.npz,pools_t200k,same-pool-tail,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,21143ecb76758106
mlp_student,mlp,evts,5,0.01,3,2,5000000,200000,1.0,1.0,0.003,,,25985,50,50,10000,0.05857,0.04875,1.2014,0.28042,1,0.046265,0.96001,0.81515,0.99549,39345,0.19673,0.25406,0.20793,0.05-0.95,0.14355,62.8,2026-08-02T04:11:28Z,data_d5_p0.010_r3.npz,pools_t200k,same-pool-tail,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,21143ecb76758106
mlp_student,mlp,evts,5,0.01,3,0,800000,200000,1.0,1.0,0.003,,,25985,50,50,10000,0.082315,0.04875,1.6885,0.28042,1,0.046265,0.93301,0.7346,0.9816,39345,0.19673,0.32047,0.20793,0.05-0.95,0.1924,12.6,2026-08-02T04:06:00Z,data_d5_p0.010_r3.npz,pools_t200k,same-pool-tail,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,21143ecb76758106
mlp_student,mlp,evts,5,0.01,3,1,800000,200000,1.0,1.0,0.003,,,25985,50,50,10000,0.09029,0.04875,1.8521,0.28042,1,0.046265,0.92405,0.71775,0.97457,39345,0.19673,0.33356,0.20793,0.05-0.95,0.20561,12.8,2026-08-02T04:06:23Z,data_d5_p0.010_r3.npz,pools_t200k,same-pool-tail,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,21143ecb76758106
mlp_student,mlp,evts,5,0.01,3,2,800000,200000,1.0,1.0,0.003,,,25985,50,50,10000,0.07711,0.04875,1.5817,0.28042,1,0.046265,0.93876,0.75036,0.98491,39345,0.19673,0.30741,0.20793,0.05-0.95,0.18263,12.8,2026-08-02T04:06:45Z,data_d5_p0.010_r3.npz,pools_t200k,same-pool-tail,teacher_seed1_prefix10000000_pools_t200k.npz,59c332f6124da5c8,61c91845d4810944,21143ecb76758106
