experiment,dir,file,arch,n_train,n_test,seed,w_bits,a_bits,alpha,p_L,mwpm_p_L,mwpm_source,test_pool,train_pool_dir,run_utc,mtime
"Teacher activation sweep, ReLU I=5",out_q_phase2a_relu5,rcnn_d5_p0.010_r3_w6_a32_seed2_ntr10000000.csv,FullRCNNModel_QAT,10000000,200000,2,6,32,,0.046565,0.0451,,data_d5_p0.010_r3_TAIL200k.npz,,,2026-07-20
"Teacher activation sweep, ReLU I=5",out_q_phase2a_relu5,rcnn_d5_p0.010_r3_w6_a6_seed0_ntr10000000.csv,FullRCNNModel_QAT,10000000,200000,0,6,6,,0.04989,0.0451,,data_d5_p0.010_r3_TAIL200k.npz,,,2026-07-21
"Teacher activation sweep, ReLU I=5",out_q_phase2a_relu5,rcnn_d5_p0.010_r3_w6_a6_seed1_ntr10000000.csv,FullRCNNModel_QAT,10000000,200000,1,6,6,,0.047995,0.0451,,data_d5_p0.010_r3_TAIL200k.npz,,,2026-07-21
"Teacher activation sweep, ReLU I=5",out_q_phase2a_relu5,rcnn_d5_p0.010_r3_w6_a6_seed2_ntr10000000.csv,FullRCNNModel_QAT,10000000,200000,2,6,6,,0.047845,0.0451,,data_d5_p0.010_r3_TAIL200k.npz,,,2026-07-21
unknown (out_student_grid),out_student_grid,grid_mlp_alpha0.0_seed0_ntr1000000.csv,mlp_student,1000000,200000,0,,,0.0,0.067605,,,,,,2026-07-31
unknown (out_student_grid),out_student_grid,grid_mlp_alpha0.0_seed1_ntr1000000.csv,mlp_student,1000000,200000,1,,,0.0,0.075125,,,,,,2026-07-31
unknown (out_student_grid),out_student_grid,grid_mlp_alpha0.0_seed2_ntr1000000.csv,mlp_student,1000000,200000,2,,,0.0,0.067305,,,,,,2026-07-31
unknown (out_student_grid),out_student_grid,grid_mlp_alpha1.0_seed0_ntr1000000.csv,mlp_student,1000000,200000,0,,,1.0,0.07725,,,,,,2026-07-31
unknown (out_student_grid),out_student_grid,grid_mlp_alpha1.0_seed1_ntr1000000.csv,mlp_student,1000000,200000,1,,,1.0,0.08044,,,,,,2026-07-31
unknown (out_student_grid),out_student_grid,grid_mlp_alpha1.0_seed2_ntr1000000.csv,mlp_student,1000000,200000,2,,,1.0,0.077295,,,,,,2026-07-31
RCNN data-volume ladder (200k tail),out_t200k,rcnn_d5_p0.010_r3_seed0_ntr100000.csv,FullRCNNModel,100000,200000,0,,,,0.199905,0.04875,,,,,2026-07-02
RCNN data-volume ladder (200k tail),out_t200k,rcnn_d5_p0.010_r3_seed0_ntr10000000.csv,FullRCNNModel,10000000,200000,0,,,,0.04643,0.04875,,,,,2026-07-01
RCNN data-volume ladder (200k tail),out_t200k,rcnn_d5_p0.010_r3_seed0_ntr2000000.csv,FullRCNNModel,2000000,200000,0,,,,0.05271,0.04875,,,,,2026-07-02
RCNN data-volume ladder (200k tail),out_t200k,rcnn_d5_p0.010_r3_seed0_ntr300000.csv,FullRCNNModel,300000,200000,0,,,,0.154465,0.04875,,,,,2026-07-02
RCNN data-volume ladder (200k tail),out_t200k,rcnn_d5_p0.010_r3_seed0_ntr5000000.csv,FullRCNNModel,5000000,200000,0,,,,0.04816,0.04875,,,,,2026-07-01
RCNN data-volume ladder (200k tail),out_t200k,rcnn_d5_p0.010_r3_seed0_ntr800000.csv,FullRCNNModel,800000,200000,0,,,,0.07565,0.04875,,,,,2026-07-02
RCNN data-volume ladder (200k tail),out_t200k,rcnn_d5_p0.010_r3_seed1_ntr100000.csv,FullRCNNModel,100000,200000,1,,,,0.201435,0.04875,,,,,2026-07-02
RCNN data-volume ladder (200k tail),out_t200k,rcnn_d5_p0.010_r3_seed1_ntr10000000.csv,FullRCNNModel,10000000,200000,1,,,,0.045625,0.04875,,,,,2026-07-01
RCNN data-volume ladder (200k tail),out_t200k,rcnn_d5_p0.010_r3_seed1_ntr2000000.csv,FullRCNNModel,2000000,200000,1,,,,0.053415,0.04875,,,,,2026-07-02
RCNN data-volume ladder (200k tail),out_t200k,rcnn_d5_p0.010_r3_seed1_ntr300000.csv,FullRCNNModel,300000,200000,1,,,,0.146015,0.04875,,,,,2026-07-02
RCNN data-volume ladder (200k tail),out_t200k,rcnn_d5_p0.010_r3_seed1_ntr5000000.csv,FullRCNNModel,5000000,200000,1,,,,0.048205,0.04875,,,,,2026-07-01
RCNN data-volume ladder (200k tail),out_t200k,rcnn_d5_p0.010_r3_seed1_ntr800000.csv,FullRCNNModel,800000,200000,1,,,,0.069065,0.04875,,,,,2026-07-02
RCNN data-volume ladder (200k tail),out_t200k,rcnn_d5_p0.010_r3_seed2_ntr100000.csv,FullRCNNModel,100000,200000,2,,,,0.193085,0.04875,,,,,2026-07-02
RCNN data-volume ladder (200k tail),out_t200k,rcnn_d5_p0.010_r3_seed2_ntr10000000.csv,FullRCNNModel,10000000,200000,2,,,,0.046775,0.04875,,,,,2026-07-01
RCNN data-volume ladder (200k tail),out_t200k,rcnn_d5_p0.010_r3_seed2_ntr2000000.csv,FullRCNNModel,2000000,200000,2,,,,0.05381,0.04875,,,,,2026-07-02
RCNN data-volume ladder (200k tail),out_t200k,rcnn_d5_p0.010_r3_seed2_ntr300000.csv,FullRCNNModel,300000,200000,2,,,,0.129765,0.04875,,,,,2026-07-02
RCNN data-volume ladder (200k tail),out_t200k,rcnn_d5_p0.010_r3_seed2_ntr5000000.csv,FullRCNNModel,5000000,200000,2,,,,0.04963,0.04875,,,,,2026-07-01
RCNN data-volume ladder (200k tail),out_t200k,rcnn_d5_p0.010_r3_seed2_ntr800000.csv,FullRCNNModel,800000,200000,2,,,,0.07985,0.04875,,,,,2026-07-02
"RCNN 10M retrain, weights saved",out_t200k_w,mcnemar.csv,,,200000,,,,,0.04562,0.04875,,,,,2026-07-03
"RCNN 10M retrain, weights saved",out_t200k_w,mcnemar.csv,,,200000,,,,,0.046265,0.04875,,,,,2026-07-03
"RCNN 10M retrain, weights saved",out_t200k_w,mcnemar_cpu.csv,,,200000,,,,,0.04562,0.04875,,,,,2026-07-03
"RCNN 10M retrain, weights saved",out_t200k_w,mcnemar_cpu.csv,,,200000,,,,,0.046265,0.04875,,,,,2026-07-03
"RCNN 10M retrain, weights saved",out_t200k_w,mcnemar_cpu.csv,,,200000,,,,,0.046485,0.04875,,,,,2026-07-03
"RCNN 10M retrain, weights saved",out_t200k_w,rcnn_d5_p0.010_r3_seed0_ntr10000000.csv,FullRCNNModel,10000000,200000,0,,,,0.04562,0.04875,,,,,2026-07-02
"RCNN 10M retrain, weights saved",out_t200k_w,rcnn_d5_p0.010_r3_seed1_ntr10000000.csv,FullRCNNModel,10000000,200000,1,,,,0.046265,0.04875,,,,,2026-07-03
"RCNN 10M retrain, weights saved",out_t200k_w,rcnn_d5_p0.010_r3_seed2_ntr10000000.csv,FullRCNNModel,10000000,200000,2,,,,0.046485,0.04875,,,,,2026-07-03
unknown (teacher_tail_scores.csv),teacher_tail_scores.csv,teacher_tail_scores.csv,,,200000,,,,,0.04553,0.049405,,,,,2026-07-31
unknown (teacher_tail_scores.csv),teacher_tail_scores.csv,teacher_tail_scores.csv,,,200000,,,,,0.046395,0.049405,,,,,2026-07-31
unknown (teacher_tail_scores.csv),teacher_tail_scores.csv,teacher_tail_scores.csv,,,200000,,,,,0.04651,0.049405,,,,,2026-07-31
