architecture,student,inputs,d,p,rounds,seed,n_train,n_test,alpha,temperature,lr,weight_bits,act_bits,hidden,units,n_params,epochs,epochs_ran,batch_size,p_L,mwpm_p_L,ratio_vs_mwpm,base_rate,beats_base_rate,teacher_tail_p_L,agree_all,agree_ambiguous,agree_confident,n_ambiguous,frac_ambiguous,student_p_L_ambiguous,teacher_p_L_ambiguous,ambiguous_band,best_val_loss,train_time_s,run_utc,train_pool,train_pool_dir,test_pool,teacher_cache,teacher_weights_sha,train_pool_flips_sha,code_sha
mlp_student,mlp,evts,5,0.01,5,1,2000000,200000,0.0,1.0,0.003,,,209-209,,69389,50,50,10000,0.114145,,,0.35539,1,0.081585,0.9139,0.77183,0.98881,69048,0.34524,0.29246,0.21746,0.05-0.95,0.26612,37.3,2026-08-06T16:02:04Z,data_d5_p0.010_r5_FORMAL.npz,pools_r5,same-pool-tail,teacher_r5_seed0_first20M.npz,e7415f4fe63f358a,835d7168321aa9e8,7b91eea1d465d6e9
mlp_student,mlp,evts,5,0.01,5,2,2000000,200000,0.0,1.0,0.003,,,209-209,,69389,50,50,10000,0.113205,,,0.35539,1,0.081585,0.91641,0.77579,0.99055,69048,0.34524,0.29272,0.21746,0.05-0.95,0.26373,36.7,2026-08-06T16:03:12Z,data_d5_p0.010_r5_FORMAL.npz,pools_r5,same-pool-tail,teacher_r5_seed0_first20M.npz,e7415f4fe63f358a,835d7168321aa9e8,7b91eea1d465d6e9
mlp_student,mlp,evts,5,0.01,5,0,300000,200000,0.0,1.0,0.003,,,209-209,,69389,50,50,10000,0.213725,,,0.35539,1,0.081585,0.80185,0.63919,0.88762,69048,0.34524,0.39572,0.21746,0.05-0.95,0.42948,10.7,2026-08-06T15:56:41Z,data_d5_p0.010_r5_FORMAL.npz,pools_r5,same-pool-tail,teacher_r5_seed0_first20M.npz,e7415f4fe63f358a,835d7168321aa9e8,7b91eea1d465d6e9
mlp_student,mlp,evts,5,0.01,5,1,300000,200000,0.0,1.0,0.003,,,209-209,,69389,50,50,10000,0.207205,,,0.35539,1,0.081585,0.8079,0.64223,0.89525,69048,0.34524,0.39152,0.21746,0.05-0.95,0.42162,10.7,2026-08-06T15:57:20Z,data_d5_p0.010_r5_FORMAL.npz,pools_r5,same-pool-tail,teacher_r5_seed0_first20M.npz,e7415f4fe63f358a,835d7168321aa9e8,7b91eea1d465d6e9
mlp_student,mlp,evts,5,0.01,5,2,300000,200000,0.0,1.0,0.003,,,209-209,,69389,50,50,10000,0.20657,,,0.35539,1,0.081585,0.80797,0.63928,0.89691,69048,0.34524,0.39222,0.21746,0.05-0.95,0.4251,10.3,2026-08-06T15:57:59Z,data_d5_p0.010_r5_FORMAL.npz,pools_r5,same-pool-tail,teacher_r5_seed0_first20M.npz,e7415f4fe63f358a,835d7168321aa9e8,7b91eea1d465d6e9
mlp_student,mlp,evts,5,0.01,5,0,5000000,200000,0.0,1.0,0.003,,,209-209,,69389,50,50,10000,0.097465,,,0.35539,1,0.081585,0.93625,0.82091,0.99707,69048,0.34524,0.25873,0.21746,0.05-0.95,0.24096,81.0,2026-08-06T16:04:21Z,data_d5_p0.010_r5_FORMAL.npz,pools_r5,same-pool-tail,teacher_r5_seed0_first20M.npz,e7415f4fe63f358a,835d7168321aa9e8,7b91eea1d465d6e9
mlp_student,mlp,evts,5,0.01,5,1,5000000,200000,0.0,1.0,0.003,,,209-209,,69389,50,50,10000,0.100405,,,0.35539,1,0.081585,0.93284,0.81335,0.99585,69048,0.34524,0.26493,0.21746,0.05-0.95,0.24373,78.7,2026-08-06T16:06:16Z,data_d5_p0.010_r5_FORMAL.npz,pools_r5,same-pool-tail,teacher_r5_seed0_first20M.npz,e7415f4fe63f358a,835d7168321aa9e8,7b91eea1d465d6e9
mlp_student,mlp,evts,5,0.01,5,2,5000000,200000,0.0,1.0,0.003,,,209-209,,69389,50,50,10000,0.099635,,,0.35539,1,0.081585,0.93295,0.81225,0.99659,69048,0.34524,0.26395,0.21746,0.05-0.95,0.24451,82.4,2026-08-06T16:08:08Z,data_d5_p0.010_r5_FORMAL.npz,pools_r5,same-pool-tail,teacher_r5_seed0_first20M.npz,e7415f4fe63f358a,835d7168321aa9e8,7b91eea1d465d6e9
mlp_student,mlp,evts,5,0.01,5,0,800000,200000,0.0,1.0,0.003,,,209-209,,69389,50,50,10000,0.142995,,,0.35539,1,0.081585,0.87979,0.71556,0.96638,69048,0.34524,0.33578,0.21746,0.05-0.95,0.31506,18.0,2026-08-06T15:58:39Z,data_d5_p0.010_r5_FORMAL.npz,pools_r5,same-pool-tail,teacher_r5_seed0_first20M.npz,e7415f4fe63f358a,835d7168321aa9e8,7b91eea1d465d6e9
mlp_student,mlp,evts,5,0.01,5,1,800000,200000,0.0,1.0,0.003,,,209-209,,69389,50,50,10000,0.13835,,,0.35539,1,0.081585,0.88458,0.72231,0.97013,69048,0.34524,0.32897,0.21746,0.05-0.95,0.30755,17.3,2026-08-06T15:59:25Z,data_d5_p0.010_r5_FORMAL.npz,pools_r5,same-pool-tail,teacher_r5_seed0_first20M.npz,e7415f4fe63f358a,835d7168321aa9e8,7b91eea1d465d6e9
mlp_student,mlp,evts,5,0.01,5,2,800000,200000,0.0,1.0,0.003,,,209-209,,69389,50,50,10000,0.13532,,,0.35539,1,0.081585,0.88868,0.72664,0.97413,69048,0.34524,0.32745,0.21746,0.05-0.95,0.30189,18.5,2026-08-06T16:00:10Z,data_d5_p0.010_r5_FORMAL.npz,pools_r5,same-pool-tail,teacher_r5_seed0_first20M.npz,e7415f4fe63f358a,835d7168321aa9e8,7b91eea1d465d6e9
