architecture,d,p,rounds,kernel,seed,n_train,n_test,weight_bits,act_bits,relu_integer,size_kb,epochs,epochs_ran,batch_size,n_params,p_L,mwpm_p_L,base_rate,beats_base_rate,best_val_loss,train_time_s,test_pool
FullRCNNModel_QAT,5,0.01,3,3,2,10000000,200000,6,6,5,37.75,50,50,10000,51547,0.047845,0.0451,0.2826,1,0.12139,13453.5,data_d5_p0.010_r3_TAIL200k.npz
