architecture,d,p,rounds,kernel,seed,n_train,n_test,epochs,epochs_ran,batch_size,n_params,p_L,mwpm_p_L,base_rate,beats_base_rate,best_val_loss,train_time_s,eval_start,eval_stop,eval_partition,mwpm_source,resumed_from_epoch
FullRCNNModel,5,0.004,5,3,0,10000000,2000000,50,34,5000,69485,0.00929,,0.19544,1,0.02656,23701.7,15000000,15200000,validation,suppressed_different_shots,0
