d,p,rounds,n_total,n_test,train_capacity,mwpm_p_L,mwpm_resid_errors_test,base_rate_test,base_rate_pool,gen_seed
5,0.01,3,10200000,200000,10000000,0.04875,9750,0.28042,0.28003,42
