architecture,d,p,rounds,kernel,seed,n_train,n_test,epochs,epochs_ran,batch_size,n_params,p_L,mwpm_p_L,base_rate,beats_base_rate,best_val_loss,train_time_s
FullRCNNModel,5,0.01,3,3,0,20000000,200000,50,50,10000,51547,0.04591,0.04909,0.28176,1,0.11629,28153.6
