architecture,d,p,rounds,kernel,seed,n_train,n_test,epochs,epochs_ran,batch_size,n_params,p_L,mwpm_p_L,base_rate,beats_base_rate,best_val_loss,train_time_s,eval_start,eval_stop,eval_partition,mwpm_source,resumed_from_epoch
FullRCNNModel,9,0.004,9,3,0,10000000,2000000,50,8,10000,76117,0.39417,,0.39417,0,0.18941,27595.7,15000000,15200000,validation,suppressed_different_shots,3
