architecture,d,p,rounds,kernel,seed,n_train,n_test,epochs,epochs_ran,batch_size,n_params,p_L,mwpm_p_L,base_rate,beats_base_rate,best_val_loss,train_time_s
FullRCNNModel,5,0.01,3,3,0,5000000,10000,50,50,10000,51547,0.0494,0.0451,0.2878,1,0.12465,6773.5
