architecture,d,p,rounds,kernel,seed,n_train,n_test,epochs,epochs_ran,batch_size,n_params,p_L,mwpm_p_L,base_rate,beats_base_rate,best_val_loss,train_time_s
FullRCNNModel,5,0.01,5,3,0,200000,10000,10,10,10000,69485,0.2644,0.0891,0.3551,1,0.49047,326.5
